transaction_id,account_id,transaction_date,amount,type,channel,merchant,location
14810,868,2024-12-10 09:39:07,3839662.24,Debit,Online,Ocean Supercenter,Yangon
14811,868,2025-02-23 19:24:07,1445265.7,Debit,Branch,Online Shop MM,Mawlamyine
14812,868,2024-12-06 18:43:41,2906906.12,Debit,Branch,City Mart,Yangon
14813,868,2024-12-06 09:40:32,2356912.03,Credit,Online,Unknown,Sittwe
14814,868,2025-03-18 03:54:52,1480181.28,Debit,Branch,Aung San Market,Yangon
14815,868,2025-02-23 16:24:11,2982152.83,Debit,ATM,Junction Square,Yangon
14816,868,2025-04-08 00:26:53,785452.5,Debit,ATM,Mytel Payment,Taunggyi
14817,868,2025-03-07 11:34:54,3311334.39,Debit,Branch,KBZ Pay Merchant,Pathein
14818,868,2025-02-10 05:40:42,427621.44,Debit,Online,Online Shop MM,Yangon
14819,868,2025-03-17 08:53:48,4146617.37,Credit,ATM,Unknown,Mawlamyine
14820,868,2025-03-30 19:45:45,2978029.46,Credit,Branch,Unknown,Monywa
14821,868,2025-01-09 16:52:15,3026320.03,Debit,Online,Wave Pay Merchant,Mawlamyine
14822,868,2025-01-06 16:33:09,2772551.39,Credit,ATM,Unknown,Mawlamyine
14823,868,2025-02-21 13:56:43,3652109.59,Credit,Branch,Unknown,Sittwe
14824,868,2025-04-04 13:37:13,220284.56,Credit,POS,Unknown,Monywa
14825,868,2024-12-17 06:36:38,4095122.68,Credit,POS,Unknown,Naypyidaw
14826,868,2024-12-21 11:34:15,1275544.06,Debit,POS,Aung San Market,Yangon
14827,868,2024-11-24 23:45:32,3887245.62,Debit,Branch,Mytel Payment,Mawlamyine
14828,869,2024-04-11 16:03:38,2286877.86,Debit,ATM,Online Shop MM,Taunggyi
14829,869,2022-05-16 22:02:38,387954.79,Debit,Online,MPT Merchant,Sittwe
14830,869,2021-04-22 05:15:00,1171186.81,Debit,Online,Junction Square,Yangon
14831,869,2023-09-12 04:16:47,1363057.34,Debit,Branch,City Mart,Yangon
14832,869,2023-02-26 02:16:37,697005.28,Debit,POS,Wave Pay Merchant,Taunggyi
14833,869,2022-12-13 01:55:22,3120666.56,Credit,Branch,Unknown,Naypyidaw
14834,869,2024-04-15 22:47:48,4872726.46,Credit,Online,Unknown,Monywa
14835,869,2024-02-28 14:08:41,3139738.24,Credit,Online,Unknown,Myitkyina
14836,869,2020-05-24 19:12:57,2054202.16,Debit,ATM,Online Shop MM,Myitkyina
14837,869,2022-06-27 11:54:28,1818300.14,Credit,Branch,Unknown,Taunggyi
14838,869,2022-02-15 17:11:45,3556668.18,Credit,POS,Unknown,Sittwe
14839,869,2021-11-09 18:23:05,3374522.05,Debit,ATM,MPT Merchant,Mawlamyine
14840,869,2025-03-02 21:55:21,205064.05,Debit,Online,KBZ Pay Merchant,Taunggyi
14841,869,2024-01-03 02:37:42,4597005.48,Debit,ATM,Mytel Payment,Sittwe
14842,869,2019-10-31 09:42:39,4949149.24,Debit,ATM,Online Shop MM,Pathein
14843,870,2023-07-21 07:19:17,4495215.67,Debit,Branch,Mytel Payment,Naypyidaw
14844,870,2023-05-13 11:32:54,3392057.13,Debit,Online,Aung San Market,Yangon
14845,870,2021-10-12 01:11:17,1992806.31,Debit,Online,Aung San Market,Yangon
14846,870,2025-03-21 23:36:06,3530882.48,Debit,POS,Mytel Payment,Mawlamyine
14847,870,2022-09-06 21:40:07,3072637.58,Debit,Branch,Aung San Market,Yangon
14848,870,2021-11-28 09:08:56,3566301.52,Credit,Online,Unknown,Pathein
14849,870,2024-08-18 19:43:31,1817935.37,Debit,ATM,Myanmar Plaza,Yangon
14850,870,2023-01-23 03:48:24,696126.51,Debit,Online,Online Shop MM,Yangon
14851,870,2024-05-11 18:00:51,1383324.9,Credit,ATM,Unknown,Taunggyi
14852,870,2022-06-25 12:28:42,2499722.08,Credit,ATM,Unknown,Monywa
14853,870,2023-10-24 01:41:14,646681.47,Debit,ATM,Junction Square,Yangon
14854,870,2022-02-22 12:47:27,567350.24,Debit,ATM,Aung San Market,Yangon
14855,870,2024-08-31 13:34:04,721463.89,Debit,Branch,City Mart,Yangon
14856,870,2024-01-19 09:07:38,2988339.32,Debit,POS,Junction Square,Yangon
14857,870,2023-09-24 01:10:57,222853.42,Debit,ATM,Ocean Supercenter,Mandalay
14858,870,2025-02-14 11:51:52,3079958.66,Debit,Online,Junction Square,Yangon
14859,872,2025-04-02 02:26:39,426133.21,Debit,POS,Wave Pay Merchant,Yangon
14860,872,2024-10-12 02:35:09,640442.88,Debit,ATM,Junction Square,Yangon
14861,872,2024-05-24 09:26:31,2820562.58,Credit,Branch,Unknown,Monywa
14862,872,2024-05-04 22:53:29,4645684.76,Debit,POS,Wave Pay Merchant,Mandalay
14863,872,2024-08-15 23:49:52,2665048.32,Credit,POS,Unknown,Yangon
14864,872,2024-12-17 16:38:58,3963398.06,Debit,Online,MPT Merchant,Taunggyi
14865,872,2024-11-28 10:38:11,733324.87,Credit,ATM,Unknown,Yangon
14866,872,2025-04-01 19:06:28,3729868.72,Debit,ATM,Mytel Payment,Pathein
14867,872,2024-05-31 07:33:17,3216972.55,Credit,POS,Unknown,Mawlamyine
14868,872,2024-06-13 18:03:32,3736379.1,Debit,Online,MPT Merchant,Mawlamyine
14869,872,2024-11-15 00:20:14,2213601.61,Credit,Branch,Unknown,Sittwe
14870,872,2024-04-21 14:53:16,775831.65,Credit,ATM,Unknown,Mandalay
14871,872,2025-02-03 06:36:50,2026872.07,Credit,ATM,Unknown,Monywa
14872,872,2025-02-14 01:02:32,3471519.92,Debit,Branch,KBZ Pay Merchant,Bago
14873,872,2025-02-24 08:19:25,921927.83,Debit,ATM,Mytel Payment,Pathein
14874,872,2024-07-14 06:09:36,679109.69,Credit,Branch,Unknown,Monywa
14875,872,2025-02-15 16:42:00,2715780.49,Credit,Online,Unknown,Taunggyi
14876,873,2024-06-04 15:52:47,2598778.97,Debit,Online,Ocean Supercenter,Yangon
14877,873,2024-06-04 20:35:24,2151816.45,Debit,Branch,Myanmar Plaza,Yangon
14878,873,2024-11-09 06:23:19,2199158.36,Debit,Online,Online Shop MM,Naypyidaw
14879,873,2023-12-30 10:20:42,1498328.87,Credit,Online,Unknown,Mandalay
14880,873,2024-09-23 20:11:19,2065833.8,Debit,POS,Ocean Supercenter,Yangon
14881,873,2023-12-04 03:55:51,889673.97,Credit,Online,Unknown,Myitkyina
14882,873,2023-11-21 02:57:02,891711.54,Debit,ATM,Myanmar Plaza,Yangon
14883,873,2024-07-15 22:41:53,2252784.45,Credit,Online,Unknown,Mawlamyine
14884,873,2024-12-02 00:02:39,1394160.67,Debit,Online,Ocean Supercenter,Yangon
14885,873,2024-12-03 17:13:10,1250822.26,Debit,ATM,Online Shop MM,Pathein
14886,873,2025-02-18 16:20:10,2963443.71,Debit,Branch,MPT Merchant,Yangon
14887,873,2024-05-21 21:28:31,3227363.23,Credit,Branch,Unknown,Monywa
14888,873,2024-07-23 18:53:04,483833.27,Credit,Branch,Unknown,Myitkyina
14889,873,2025-02-08 18:45:27,2080155.12,Debit,Online,Junction Square,Yangon
14890,873,2024-04-23 19:26:24,1627562.38,Credit,Online,Unknown,Pathein
14891,873,2023-12-28 09:04:45,36746.78,Credit,ATM,Unknown,Naypyidaw
14892,873,2025-02-27 10:51:21,129324.37,Debit,POS,Wave Pay Merchant,Sittwe
14893,873,2024-08-25 08:19:45,1988664.33,Debit,Branch,Online Shop MM,Naypyidaw
14894,873,2024-01-10 20:09:46,386979.6,Debit,Branch,Mytel Payment,Yangon
14895,873,2024-04-20 13:23:38,57250.88,Debit,ATM,Online Shop MM,Sittwe
14896,873,2025-02-01 14:58:15,4818586.6,Debit,ATM,Myanmar Plaza,Yangon
14897,873,2024-04-30 06:15:31,1889263.22,Credit,ATM,Unknown,Monywa
14898,873,2025-02-19 21:51:51,2497567.73,Credit,POS,Unknown,Mandalay
14899,873,2024-09-03 08:17:47,1508245.53,Debit,ATM,Wave Pay Merchant,Pathein
14900,874,2025-03-23 07:12:34,4476889.83,Debit,ATM,City Mart,Yangon
14901,874,2023-12-21 08:02:11,2296328.98,Debit,ATM,Junction Square,Yangon
14902,874,2023-04-27 10:44:45,4045384.01,Debit,Online,MPT Merchant,Bago
14903,874,2025-03-06 05:19:04,283245.58,Debit,ATM,Mytel Payment,Mawlamyine
14904,874,2024-06-24 06:33:26,985665.53,Credit,ATM,Unknown,Bago
14905,874,2022-12-21 00:03:23,1870622.71,Debit,Online,Ocean Supercenter,Mandalay
14906,874,2023-12-12 05:57:47,2565360.01,Credit,Branch,Unknown,Naypyidaw
14907,874,2024-04-12 09:29:04,2339275.84,Debit,POS,Myanmar Plaza,Yangon
14908,874,2024-01-20 00:14:19,2326088.98,Debit,ATM,Myanmar Plaza,Yangon
14909,874,2023-08-07 03:17:35,4922377.1,Credit,ATM,Unknown,Taunggyi
14910,874,2024-04-06 01:15:39,2960960.72,Debit,Online,Online Shop MM,Mawlamyine
14911,874,2022-12-22 03:12:46,4530305.78,Credit,Branch,Unknown,Pathein
14912,874,2024-03-02 00:06:50,302213.95,Debit,Online,Online Shop MM,Myitkyina
14913,875,2024-03-10 05:12:13,1965271.24,Debit,Branch,Junction Square,Yangon
14914,875,2023-04-15 07:38:47,1114507.41,Credit,Online,Unknown,Yangon
14915,875,2023-08-06 04:44:58,3238308.47,Credit,Branch,Unknown,Bago
14916,875,2024-07-12 13:15:41,2869717.9,Credit,ATM,Unknown,Mawlamyine
14917,875,2024-09-26 03:36:56,1840395.3,Credit,Branch,Unknown,Mawlamyine
14918,875,2023-01-25 02:14:53,486014.7,Debit,Branch,City Mart,Yangon
14919,875,2024-10-12 09:40:37,2373769.76,Credit,ATM,Unknown,Taunggyi
14920,875,2023-03-27 03:24:35,1296049.08,Debit,POS,Ocean Supercenter,Yangon
14921,875,2022-06-01 01:27:28,3180448.03,Credit,Branch,Unknown,Myitkyina
14922,875,2022-11-14 04:29:41,4525052.82,Credit,ATM,Unknown,Myitkyina
14923,875,2022-10-29 20:34:51,3334751.3,Debit,Branch,Junction Square,Yangon
14924,875,2023-08-13 16:25:27,3892179.7,Debit,POS,KBZ Pay Merchant,Taunggyi
14925,875,2023-12-22 08:07:58,46489.1,Credit,POS,Unknown,Mandalay
14926,875,2024-03-01 01:06:46,3713290.38,Credit,Online,Unknown,Mawlamyine
14927,875,2022-09-06 16:03:28,2566037.77,Credit,POS,Unknown,Monywa
14928,875,2024-12-08 15:12:27,2106828.8,Debit,Branch,Wave Pay Merchant,Mandalay
14929,875,2023-06-24 01:16:58,2750176.27,Debit,POS,Myanmar Plaza,Yangon
14930,875,2023-05-18 09:17:28,1641559.09,Debit,ATM,Online Shop MM,Taunggyi
14931,876,2025-01-19 10:12:34,2847594.44,Debit,POS,MPT Merchant,Bago
14932,876,2024-10-27 01:25:51,4689744.6,Debit,ATM,City Mart,Yangon
14933,876,2023-09-15 21:35:46,3485548.1,Debit,Online,City Mart,Yangon
14934,876,2023-11-26 07:16:05,4815735.34,Debit,POS,Junction Square,Yangon
14935,876,2023-08-14 06:07:13,4716141.5,Debit,ATM,Mytel Payment,Pathein
14936,876,2024-01-24 01:23:56,2221194.86,Credit,Online,Unknown,Yangon
14937,876,2024-11-14 17:27:12,209118.76,Debit,ATM,Ocean Supercenter,Yangon
14938,876,2022-12-28 17:50:10,643575.15,Debit,Branch,City Mart,Yangon
14939,876,2024-12-06 01:56:29,1977334.32,Debit,Branch,Aung San Market,Yangon
14940,876,2023-08-07 03:31:08,4786673.04,Credit,POS,Unknown,Monywa
14941,876,2024-06-09 20:05:56,2909152.26,Debit,POS,Mytel Payment,Yangon
14942,876,2023-04-30 02:02:03,4626362.84,Credit,Online,Unknown,Mawlamyine
14943,876,2023-07-07 10:54:26,3961279.41,Debit,Branch,MPT Merchant,Yangon
14944,876,2022-11-23 03:42:23,3193781.32,Debit,POS,Myanmar Plaza,Yangon
14945,876,2024-12-08 11:38:44,2888389.07,Debit,ATM,Aung San Market,Yangon
14946,876,2023-09-11 16:08:07,4286010.88,Debit,Branch,MPT Merchant,Mandalay
14947,877,2024-10-26 19:15:09,4402101.68,Credit,POS,Unknown,Bago
14948,877,2025-01-16 10:13:02,1652392.47,Credit,POS,Unknown,Yangon
14949,877,2025-01-16 19:34:26,886038.67,Credit,ATM,Unknown,Mawlamyine
14950,877,2024-09-05 17:45:06,4267076.61,Debit,Branch,Mytel Payment,Yangon
14951,877,2024-12-16 23:48:08,1641606.47,Credit,ATM,Unknown,Mawlamyine
14952,877,2024-10-30 11:04:35,4618398.88,Debit,ATM,Ocean Supercenter,Mandalay
14953,877,2024-12-02 06:23:42,4492976.88,Credit,Branch,Unknown,Myitkyina
14954,877,2024-12-13 07:08:33,139931.49,Debit,ATM,Junction Square,Yangon
14955,877,2024-11-24 03:45:26,286897.97,Debit,Online,Myanmar Plaza,Yangon
14956,877,2025-01-26 01:47:03,3802887.72,Credit,POS,Unknown,Bago
14957,877,2025-02-21 17:44:24,2134424.37,Credit,Branch,Unknown,Taunggyi
14958,877,2025-01-09 04:00:38,1863271.22,Debit,ATM,Junction Square,Yangon
14959,877,2025-03-22 17:08:58,897276.22,Credit,Online,Unknown,Naypyidaw
14960,877,2025-03-05 13:36:36,1527289.13,Debit,Online,MPT Merchant,Monywa
14961,877,2024-10-16 13:25:39,573202.65,Credit,Branch,Unknown,Taunggyi
14962,877,2025-01-08 06:33:30,3272679.71,Debit,Online,Wave Pay Merchant,Bago
14963,877,2024-11-26 04:09:39,4106976.39,Credit,POS,Unknown,Yangon
14964,877,2024-08-21 02:51:19,419739.56,Debit,POS,Wave Pay Merchant,Sittwe
14965,877,2025-02-13 22:58:09,711468.34,Debit,POS,Mytel Payment,Mandalay
14966,877,2025-02-19 14:21:09,331065.24,Debit,ATM,Wave Pay Merchant,Mandalay
14967,877,2024-11-22 05:54:20,2100580.21,Debit,POS,Myanmar Plaza,Yangon
14968,877,2025-04-02 19:00:46,3871366.76,Debit,Branch,Ocean Supercenter,Mandalay
14969,877,2024-11-24 20:28:41,1396067.02,Credit,Online,Unknown,Bago
14970,877,2025-03-28 23:35:51,4844403.18,Debit,Online,Wave Pay Merchant,Yangon
14971,877,2024-12-05 01:07:49,1651428.77,Debit,ATM,Ocean Supercenter,Yangon
14972,877,2025-02-21 14:33:05,1225623.47,Credit,ATM,Unknown,Naypyidaw
14973,878,2024-12-23 19:16:29,3831845.79,Credit,Branch,Unknown,Myitkyina
14974,878,2024-12-13 02:35:42,3270171.82,Credit,ATM,Unknown,Pathein
14975,878,2025-04-05 07:09:00,635934.86,Credit,Online,Unknown,Yangon
14976,878,2025-01-08 12:34:54,1403279.25,Credit,POS,Unknown,Naypyidaw
14977,878,2025-04-10 23:12:16,1267731.88,Credit,ATM,Unknown,Sittwe
14978,878,2024-12-07 13:18:07,1654325.01,Debit,Online,Junction Square,Yangon
14979,878,2025-01-28 20:34:27,2341131.42,Credit,Branch,Unknown,Monywa
14980,878,2025-02-15 01:12:23,1481709.28,Debit,POS,Myanmar Plaza,Yangon
14981,878,2025-02-23 16:17:32,1012704.97,Debit,POS,Ocean Supercenter,Yangon
14982,878,2025-03-14 04:20:04,3160218.51,Debit,Online,City Mart,Yangon
14983,878,2025-01-18 14:25:27,1844449.44,Debit,POS,MPT Merchant,Myitkyina
14984,878,2025-02-09 01:58:10,2336358.36,Credit,ATM,Unknown,Monywa
14985,878,2024-12-16 19:48:39,619400.5,Credit,Branch,Unknown,Sittwe
14986,878,2025-02-28 15:57:20,1102501.07,Credit,Branch,Unknown,Mandalay
14987,878,2024-12-18 14:57:55,2304391.4,Debit,Online,Mytel Payment,Myitkyina
14988,878,2025-01-05 04:18:57,3128614.93,Credit,POS,Unknown,Yangon
14989,879,2025-02-20 20:51:18,2363266.55,Credit,Online,Unknown,Naypyidaw
14990,879,2025-02-06 18:55:18,4887305.8,Debit,Branch,City Mart,Yangon
14991,879,2024-08-17 22:05:16,3925105.8,Credit,Branch,Unknown,Mawlamyine
14992,879,2025-02-16 17:00:47,2662339.6,Debit,Branch,Ocean Supercenter,Yangon
14993,879,2024-11-22 12:50:46,1051924.19,Debit,Branch,KBZ Pay Merchant,Bago
14994,879,2024-07-27 00:07:30,3397604.21,Debit,Online,Mytel Payment,Mandalay
14995,879,2025-03-28 19:46:30,4887638.5,Credit,Branch,Unknown,Mawlamyine
14996,879,2024-09-17 05:30:18,1129726.9,Credit,POS,Unknown,Mandalay
14997,879,2024-05-30 23:44:01,3680409.02,Debit,POS,Online Shop MM,Sittwe
14998,879,2024-08-09 21:26:17,4250021.08,Debit,Online,Wave Pay Merchant,Taunggyi
14999,879,2024-08-10 11:19:50,4340600.04,Credit,Branch,Unknown,Pathein
15000,880,2024-04-18 02:46:52,1470460.59,Credit,ATM,Unknown,Monywa
15001,880,2024-08-22 12:00:48,3266881.61,Debit,Online,KBZ Pay Merchant,Yangon
15002,880,2025-01-07 00:14:44,4193857.68,Credit,ATM,Unknown,Taunggyi
15003,880,2024-05-20 14:29:56,2341848.78,Credit,Online,Unknown,Mandalay
15004,880,2024-04-29 01:33:43,1867603.17,Credit,ATM,Unknown,Mawlamyine
15005,880,2025-02-27 19:52:06,3777621.61,Debit,POS,Myanmar Plaza,Yangon
15006,880,2024-05-10 20:04:09,688480.27,Debit,ATM,MPT Merchant,Myitkyina
15007,880,2025-02-03 00:32:17,2634127.8,Debit,POS,Junction Square,Yangon
15008,880,2024-03-26 21:42:15,3369585.51,Credit,Online,Unknown,Naypyidaw
15009,880,2024-10-01 21:07:08,750165.87,Debit,POS,Mytel Payment,Monywa
15010,880,2025-02-17 02:34:52,4614142.35,Debit,Branch,Myanmar Plaza,Yangon
15011,880,2024-08-26 01:55:43,1639779.48,Credit,Branch,Unknown,Yangon
15012,880,2024-04-06 10:13:11,3052805.72,Credit,POS,Unknown,Sittwe
15013,880,2024-09-14 21:20:19,1408248.22,Debit,Online,MPT Merchant,Pathein
15014,880,2024-10-22 23:57:55,4814332.89,Debit,Online,Myanmar Plaza,Yangon
15015,880,2024-04-23 16:49:48,3684040.6,Debit,ATM,MPT Merchant,Mawlamyine
15016,880,2024-11-17 10:57:20,3371708.97,Credit,Online,Unknown,Mandalay
15017,880,2025-03-05 01:09:10,2196605.17,Debit,ATM,Wave Pay Merchant,Mandalay
15018,880,2024-06-03 12:20:34,1736099.65,Debit,Online,MPT Merchant,Taunggyi
15019,880,2025-03-13 13:46:43,271317.79,Debit,Branch,Junction Square,Yangon
15020,880,2024-10-22 16:36:23,2156496.37,Debit,Branch,Mytel Payment,Naypyidaw
15021,880,2024-11-14 03:23:26,4336392.05,Debit,Online,City Mart,Yangon
15022,880,2024-08-11 06:30:18,2511549.08,Credit,Online,Unknown,Sittwe
15023,881,2024-10-29 17:51:32,2185588.55,Debit,POS,Ocean Supercenter,Yangon
15024,881,2024-12-23 19:35:05,4330689.44,Credit,Online,Unknown,Pathein
15025,881,2024-12-15 03:48:01,3058238.78,Debit,Branch,Online Shop MM,Mawlamyine
15026,881,2025-01-24 06:20:06,2111508.43,Debit,Branch,MPT Merchant,Bago
15027,881,2024-12-22 02:16:21,21377.42,Debit,ATM,City Mart,Yangon
15028,881,2025-02-04 15:34:02,1986874.57,Debit,Online,Junction Square,Yangon
15029,881,2024-11-29 11:38:59,3499678.24,Debit,ATM,Junction Square,Yangon
15030,881,2025-01-23 00:04:33,2426275.89,Debit,ATM,Online Shop MM,Naypyidaw
15031,881,2024-12-20 17:58:27,19946.44,Debit,ATM,MPT Merchant,Mandalay
15032,881,2024-11-17 06:22:23,3099254.64,Debit,Branch,City Mart,Yangon
15033,881,2025-02-11 19:05:59,2162226.99,Debit,Online,Mytel Payment,Sittwe
15034,881,2024-11-18 16:59:25,534595.62,Credit,POS,Unknown,Mandalay
15035,881,2024-12-07 04:03:24,4246637.06,Debit,ATM,MPT Merchant,Mandalay
15036,881,2025-02-25 17:52:30,1572128.39,Credit,ATM,Unknown,Monywa
15037,881,2025-02-10 17:38:18,2448035.31,Debit,POS,Myanmar Plaza,Yangon
15038,881,2025-04-01 10:58:20,3444840.59,Credit,ATM,Unknown,Mawlamyine
15039,882,2024-09-24 01:16:35,3066995.35,Debit,Online,KBZ Pay Merchant,Bago
15040,882,2025-01-18 01:17:40,922518.99,Debit,POS,KBZ Pay Merchant,Mandalay
15041,882,2021-11-25 03:12:48,3990447.7,Debit,POS,Mytel Payment,Pathein
15042,882,2024-02-14 10:20:47,4033078.74,Credit,Branch,Unknown,Taunggyi
15043,882,2021-03-30 23:31:43,4408387.02,Debit,Branch,Mytel Payment,Myitkyina
15044,882,2021-03-14 01:00:33,1739131.18,Credit,Branch,Unknown,Mawlamyine
15045,882,2020-07-28 07:30:36,1249582.59,Credit,Branch,Unknown,Sittwe
15046,882,2023-11-20 23:17:31,2459006.62,Debit,Online,Aung San Market,Yangon
15047,882,2023-11-01 16:33:27,501472.84,Debit,ATM,KBZ Pay Merchant,Pathein
15048,882,2022-07-31 17:56:47,1334460.71,Credit,Online,Unknown,Sittwe
15049,882,2022-02-13 03:20:34,2784330.12,Debit,Branch,Myanmar Plaza,Yangon
15050,882,2019-11-26 07:44:46,3464713.24,Debit,Online,MPT Merchant,Yangon
15051,882,2023-08-07 17:30:08,1629599.93,Debit,Branch,Online Shop MM,Mawlamyine
15052,882,2020-01-28 10:10:30,2814773.5,Debit,Online,Ocean Supercenter,Mandalay
15053,882,2020-05-21 12:02:25,3552625.04,Debit,ATM,Ocean Supercenter,Yangon
15054,882,2019-03-01 08:14:06,2762329.11,Credit,Branch,Unknown,Naypyidaw
15055,882,2022-07-06 19:24:36,1880248.45,Credit,Online,Unknown,Sittwe
15056,882,2019-05-06 00:54:59,3927724.96,Debit,POS,Wave Pay Merchant,Bago
15057,882,2022-09-04 15:43:18,2960001.47,Credit,Branch,Unknown,Monywa
15058,883,2024-10-09 03:10:10,4842501.15,Debit,ATM,Mytel Payment,Bago
15059,883,2025-01-22 01:25:26,3832009.15,Credit,POS,Unknown,Sittwe
15060,883,2024-10-03 08:27:21,1339846.65,Credit,ATM,Unknown,Naypyidaw
15061,883,2023-12-24 14:54:43,3757763.33,Credit,Online,Unknown,Sittwe
15062,883,2024-04-17 10:58:04,4928136.45,Debit,Online,Ocean Supercenter,Yangon
15063,883,2024-01-30 06:33:59,2827213.82,Credit,Branch,Unknown,Myitkyina
15064,883,2024-07-19 06:06:03,1549594.07,Debit,POS,Mytel Payment,Monywa
15065,883,2024-05-05 18:50:13,2427841.21,Credit,Branch,Unknown,Yangon
15066,883,2024-01-16 23:31:49,4625372.41,Debit,ATM,MPT Merchant,Pathein
15067,883,2024-06-21 11:03:01,1799718.77,Credit,Branch,Unknown,Pathein
15068,883,2024-03-13 23:33:31,2803441.74,Credit,Online,Unknown,Monywa
15069,883,2023-12-09 06:52:22,3432966.4,Debit,POS,Aung San Market,Yangon
15070,883,2024-02-15 18:25:31,4199319.63,Debit,Branch,Junction Square,Yangon
15071,883,2024-10-09 22:30:42,3193460.09,Debit,ATM,KBZ Pay Merchant,Mawlamyine
15072,883,2024-04-02 04:21:32,2495587.32,Credit,Branch,Unknown,Yangon
15073,883,2024-01-10 07:56:41,1275315.16,Debit,ATM,KBZ Pay Merchant,Yangon
15074,883,2024-06-24 03:09:38,2410617.62,Debit,ATM,Junction Square,Yangon
15075,883,2023-12-08 10:53:26,3481766.75,Debit,Branch,MPT Merchant,Mawlamyine
15076,883,2024-10-12 12:05:30,4444617.35,Credit,POS,Unknown,Yangon
15077,883,2024-05-06 21:30:29,1790487.19,Debit,ATM,MPT Merchant,Mawlamyine
15078,883,2024-11-15 20:40:27,3350425.89,Debit,Branch,City Mart,Yangon
15079,883,2024-11-05 20:38:59,1687244.89,Credit,Online,Unknown,Mawlamyine
15080,883,2024-09-06 06:55:28,3573110.8,Debit,POS,Myanmar Plaza,Yangon
15081,883,2024-02-18 10:21:04,43580.99,Credit,Online,Unknown,Bago
15082,884,2024-08-30 09:47:13,3882329.35,Debit,Branch,MPT Merchant,Bago
15083,884,2024-10-24 18:45:10,788047.43,Debit,Online,Junction Square,Yangon
15084,884,2025-01-13 12:31:05,3512479.9,Debit,Branch,Ocean Supercenter,Yangon
15085,884,2024-11-16 18:05:07,3131685.76,Credit,Online,Unknown,Mawlamyine
15086,884,2024-11-01 01:12:56,2717483.5,Credit,POS,Unknown,Monywa
15087,884,2024-12-05 12:46:25,1334188.66,Credit,ATM,Unknown,Sittwe
15088,884,2024-10-15 06:56:01,1253875.49,Credit,Online,Unknown,Mawlamyine
15089,884,2025-04-04 08:30:08,2419267.97,Debit,POS,Myanmar Plaza,Yangon
15090,884,2024-10-06 04:22:37,3795544.69,Debit,Online,City Mart,Yangon
15091,884,2025-02-06 11:36:52,3289597.23,Credit,POS,Unknown,Yangon
15092,884,2025-02-24 14:05:56,2532258.59,Credit,POS,Unknown,Monywa
15093,884,2024-09-06 11:28:58,4317359.4,Debit,Online,Wave Pay Merchant,Yangon
15094,884,2025-03-09 01:16:23,1664352.68,Credit,ATM,Unknown,Sittwe
15095,884,2024-11-15 06:22:07,2855821.56,Debit,ATM,KBZ Pay Merchant,Sittwe
15096,884,2024-11-20 16:38:21,1803764.98,Credit,Branch,Unknown,Mandalay
15097,884,2025-03-25 09:49:37,1115256.37,Credit,ATM,Unknown,Naypyidaw
15098,884,2024-12-27 15:10:36,3295117.34,Debit,Online,Junction Square,Yangon
15099,885,2025-01-28 06:00:24,3470156.9,Credit,Online,Unknown,Yangon
15100,885,2024-02-24 21:54:12,4199757.78,Debit,POS,Online Shop MM,Mandalay
15101,885,2023-10-04 22:19:55,2491362.76,Debit,ATM,Mytel Payment,Pathein
15102,885,2025-03-24 05:37:01,638854.64,Debit,POS,Ocean Supercenter,Yangon
15103,885,2025-02-22 03:43:35,727177.13,Debit,ATM,Myanmar Plaza,Yangon
15104,885,2021-12-24 00:29:06,4442612.19,Credit,ATM,Unknown,Yangon
15105,885,2024-09-13 21:44:15,229559.43,Debit,Online,MPT Merchant,Mawlamyine
15106,885,2023-07-15 23:31:30,4628536.17,Debit,Branch,Aung San Market,Yangon
15107,885,2023-11-22 10:29:35,1773828.78,Debit,Online,KBZ Pay Merchant,Myitkyina
15108,885,2021-11-02 06:46:52,146528.95,Debit,Branch,Myanmar Plaza,Yangon
15109,885,2025-03-17 01:04:27,3350386.67,Debit,Online,City Mart,Naypyidaw
15110,885,2024-07-04 17:25:37,916891.5,Credit,Branch,Unknown,Naypyidaw
15111,885,2021-07-14 13:44:32,3721889.93,Credit,Online,Unknown,Monywa
15112,885,2024-11-28 19:11:08,400794.91,Credit,ATM,Unknown,Naypyidaw
15113,885,2023-10-28 17:32:37,2631446.98,Debit,POS,MPT Merchant,Pathein
15114,885,2023-06-27 19:14:56,2696158.47,Debit,Branch,Wave Pay Merchant,Naypyidaw
15115,887,2021-10-23 04:43:36,4800257.3,Debit,POS,Ocean Supercenter,Yangon
15116,887,2020-07-11 08:05:03,4860117.99,Debit,ATM,Wave Pay Merchant,Taunggyi
15117,887,2020-04-14 21:09:53,3269387.27,Debit,Branch,Junction Square,Yangon
15118,887,2024-04-27 22:42:06,1294560.24,Credit,Branch,Unknown,Pathein
15119,887,2019-11-02 20:41:32,491342.4,Debit,Online,Ocean Supercenter,Yangon
15120,887,2024-12-22 20:27:34,4839996.88,Debit,POS,Online Shop MM,Yangon
15121,887,2022-07-29 12:29:45,4823180.02,Credit,POS,Unknown,Naypyidaw
15122,887,2023-11-12 06:54:06,320653.8,Credit,Online,Unknown,Mawlamyine
15123,887,2023-06-14 04:26:30,1827258.35,Credit,Branch,Unknown,Pathein
15124,887,2019-12-05 11:15:47,3204687.8,Debit,POS,Ocean Supercenter,Yangon
